cost,displays,clicks,post_click_conversions,post_click_sales_amount,revenue
-0.1722919877221217,0.04566087042013118,-0.17218923270232117,-0.13897625441402323,-0.14721699853335818,-0.16657216860904156
-0.24488820029448893,-0.3449939436882275,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.08208929706200817,-0.1735772271278927,0.017496589700120933,-0.15779676127186557,-0.120650527132189,-0.08687949932975522
0.03146775899962322,0.5988084681694695,-0.09070447800831434,-0.12956600098510204,-0.07653079141483797,-0.13150428452759047
-0.24214838866749602,-0.2723989982857384,-0.20424880831963532,-0.19073264827308967,-0.19549558544730727,-0.17966316941044197
0.7479460905441458,1.22698068262504,0.2218763842604987,0.38329281089110184,0.43385925615914633,0.26386582961197025
-0.11996290497799948,0.17527361623101884,-0.1521519979414998,-0.16720701470078675,-0.13551139710398838,-0.15938531350428775
-0.23631914258149433,-0.17260081716470627,-0.21092788657324243,-0.19073264827308967,-0.19549558544730727,-0.1825272733519892
-0.22568313227670744,-0.2776216562283635,-0.19623391441530677,-0.1860275215586291,-0.1908309649412234,-0.1662366592901746
-0.22569192781965122,0.046546451549532825,-0.19356228311386392,-0.19073264827308967,-0.19549558544730727,-0.1754345245196005
-0.23214785634039845,-0.32800895177047273,-0.21359951787468529,-0.19073264827308967,-0.19549558544730727,-0.17650344902635653
-0.24189551680786187,-0.33466216384520825,-0.21894278047757096,-0.19073264827308967,-0.19549558544730727,-0.1856798334762208
-0.24426371674547928,-0.3443354346432878,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.2290606207671256,-0.3004196935083444,-0.209592070922521,-0.1766172681297079,-0.17417316842738512,-0.1711250709818368
-0.23075156389807064,-0.3183583881808394,-0.1802041266066497,-0.19073264827308967,-0.19549558544730727,-0.16956311143942873
-0.2430873128767464,-0.3424507363422535,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.2423067084404844,-0.34215554263245296,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
